id,industrial_certificate_number
33091,СЕРТИФИКАТ СООТВЕТСТВИЯ ПРОДУКЦИИ (ПРИ ДЕКЛАРИРОВАНИИ) KZ.7700.02.01.01133014
33092,KZ.3910317.01.01.0102
33095,KZ.3910317.01.01.0101
33105,Сертификат соответствия Евразийского экономического союза ЕАЭС KZ 7500986.01.01.09032  «Оборудование информационных технологий»
33106,Сертификат соответствия Евразийского экономического союза  ЕАЭС KZ 7500986.01.01.09031 «Оборудование информационных технологий»
33107,Сертификат соответствия Евразийского экономического союза ЕАЭС KZ 7500986.01.01.09030 «Оборудование информационных технологий»
33108,Сертификат соответствия Евразийского экономического союза ЕАЭС KZ 7500986.01.01.09032 «Оборудование информационных технологий»
33472,№  ЕАЭС KG 417/01.06.Д.0038284
37470,№ KZ.3510396.01.01.00186
33109,Сертификат соответствия Евразийского экономического союза ЕАЭС KZ 7500986.01.01.09032 «Оборудование информационных технологий». Срок действия с 22.12.2023 г. по 22.12.2026 г.
33112,Сертификат соответствия Евразийского экономического союза ЕАЭС KZ 7100841.01.01.03804 «Персональные электронно-вычислительные машины торговой марки «МТ»
33114,Сертификат соответствия Евразийского экономического союза ЕАЭС KZ 7500986.01.01.07902  «Оборудование информационных технологий»
33115,Декларация соответствия ЕАЭС № KZ. 6328317.13.12.00869
33117,"Не подлежит процедуре обязательного подтверждения соответствия, Информационное письмо филиал «Семей» АО «НаЦЭкС» от 23.05.2024 №01-48/ОПС"
33118,Декларация соответствия ЕАЭС № KZ. 6328317.13.12.00868
33120,KZ.7500525.23.01.01514
33122,KZ.7500525.21.01.02927
33123,KZ.7500525.21.01.02940 от 27.12.2019 до 26.12.2024
33124,KZ.7500525.21.01.03087 Серия KZ 0128893
33125,ДоС ЕАЭС.KZ.7500525.23.01.01988
33126,ДоС KZ.7500525.23.01.01987
33127,СоС ЕАЭС.KZ.7500525.21.01.03102
33128,ЕАЭС.KZ.7500525.21.01.03082
33129,ДоС ЕАЭС.KZ.7500525.23.01.01983
33130,СоС ЕАЭС.KZ.7500525.21.01.03081
33131,СоС KZ.7500525.21.01.02931
33132,СоС KZ.7500525.22.01.00754                                  ПИСЬМО №107 от 29.09.2020 г
33133,ДоС ЕАЭС.KZ.7500525.23.01.01508
33139,1)KZ.7500525.21.01.03170  (ТР ТС 032)                                                   2) Исх ном. №259-ОПС от 09.04.21 (о необязательной оценке (подтверждения) соответствия в РК (ТР ТС 010)
33140,1)KZ.7500525.21.01.03158  (ТР ТС 032).                   2) Исх ном. №259-ОПС от 09.04.21 (о необязательной оценке (подтверждения) соответствия в РК (ТР ТС 010)
33141,1)KZ.7500525.21.01.03161  (ТР ТС 032)                                              2)Исх ном. №259-ОПС от 09.04.21 (о необязательной оценке (подтверждения) соответствия в РК (ТР ТС 010)
33142,1)KZ.7500525.21.01.03171(ТР ТС 032).                                                  2)Исх ном. №259-ОПС от 09.04.21 (о необязательной оценке (подтверждения) соответствия в РК (ТР ТС 010)
33143,1)KZ.7500525.21.01.03130 (ТР ТС 032).                                                  2)Исх ном. №259-ОПС от 09.04.21 (о необязательной оценке (подтверждения) соответствия в РК (ТР ТС 010)
33144,"1)KZ.7500525.21.01.03129  (ТР ТС 032)
2)Исх ном. №259-ОПС от 09.04.21 (о необязательной оценке (подтверждения) соответствия в РК (ТР ТС 010)"
33145,"1)KZ.7500525.21.01.03157 (ТР ТС 032)
2)Исх ном. №259-ОПС от 09.04.21 (о необязательной оценке (подтверждения) соответствия в РК (ТР ТС 010)"
33146,"1)KZ.7500525.21.01.03160 (ТР ТС 032)
2)Исх ном. №259-ОПС от 09.04.21 (о необязательной оценке (подтверждения) соответствия в РК (ТР ТС 010)"
33147,"1)KZ.7500525.21.01.03122 (ТР ТС 032)
2)Исх ном. №259-ОПС от 09.04.21 (о необязательной оценке (подтверждения) соответствия в РК (ТР ТС 010)"
33148,KZ.1900193.23.01.36129
33149,KZ.7500525.21.01.03183
33150,KZ.7500525.21.01.03182
33151,KZ.7500525.21.01.03184
33152,KZ.1900193.23.01.36131
33153,KZ.7500525.13.12.00147
33154,KZ.1900193.23.01.36130
33155,СоС KZ.7500525.21.01.03174
33156,СоС KZ.7500525.05.01.00017
33157,KZ№7500525.13.12.00202
33158,Исх ном. №1242/2021-ОПС от 14.07.21 (о необязательной оценке (подтверждения) соответствия в РК
33159,KZ.7500525.13.12.00008 от 06.09.2021 по 05.09.2026г.
33160,ЕАЭС KZ 7500525.13.12.00024
33161,ДС KZ7500525.13.12.00120
33162,СС KZ7500525.05.01.00646
33163,Исх ном. Письмо 783-ОПС от 27/12/2021 (о необязательной оценке (подтверждения) соответствия в РК
33164,KZ 7500525.13.12.00128
33165,KZ 7500525.13.12.00037
33166,ЕАЭС KZ 7500525.13.12.00059
33167,ЕАЭС KZ 7500525.13.12.00058
33168,KZ 7500525.13.12.00107
33169,Отказное письмо Исх.№1188-ОПС от 30.05.22
33170,Отказное письмо №181022-05 от 18/10/2022
33171,KZ 7500525.13.12.00144
33172,KZ 7500525.13.12.00190
33174,KZ 7500525.13.12.00196
33175,KZ 7500525.13.12.00177
33176,KZ 7500525.13.12.00201
33177,KZ.7500551.01.01.00440
33178,KZ 7500525.05.01.00623  Серия KZ 0223510
33179,KZ 7100841.13.12.01447
33180,KZ 7500525.13.12.00231
33357,ЕАЭС KZ 7100841.01.01.03108
33418,ЕАЭС KZ 7100841.01.01.03107
33428,KZ.4700317.01.01.00521
33429,KZ.4700317.01.01.00522
33430,KZ.7500802.01.01.00186
33441,№ЕАЭС KZ 7100990.01.01.00079 серия KZ №0195535
33442,№ЕАЭС KZ 7100990.01.01.00073 серия KZ №0195526
33453,№ ЕАЭС KG417/031.Д.0008962
33456,№ ЕАЭС KG417/033.Д.0008023
33459,№ ЕАЭС KG417/01.06.Д.0038229
33460,№ ЕАЭС KG417/01.06.Д.0038231
33465,№ ЕАЭС KG417/01.06.Д.0038224
33468,№ KZ.7500937.01.01.01845
33473,Декларация о соответствии регистрационный №  ЕАЭС KG 417/01.06.Д.0038224
33475,Декларация о соответствии регистрационный №  ЕАЭС KG 417/033.Д.0022218
33476,отказное письмо исх. № 12816/НЕ06 от 13.11.2023 г. ОСП ООО « Эксперт – С »
33477,№  ЕАЭС KG 417/01.06.Д.0038231
33482,№  ЕАЭС KG 417/031.Д.0008963
33484,Декларация о соответствии KZ.7100841.13.12.00004
33485,KZ.7100841.13.12.00004
33543,KZ.7100841.13.12.00005
33594,"Письмо от АФ АО ""Национальный центр экспертизы и сертификации"" исх. № 503/03 от 18.03.2024г"
33681,Сертификат соответствия зарегистрирован в реестре данных государственной системы технического регулирования KZ.7500551.13.12.00065
33684,№ 0246846 от 24.08.2023г по 24.08.2026г
33685,№ 0246845 от 24.08.2023г по 24.08.2026г
33688,№ ЕАЭС KZ7500651.13.12.20838
33702,№ ЕАЭС KZ7500651.13.12.20839
33708,№ ЕАЭС KZ7500651.01.01.09275
33711,№ ЕАЭС KZ7500651.01.01.09276
33717,не подлежит обязательному подтверждению
33722,Декларация о соответствии ЕАЭС KZ 7500533.13.12.02383
33736,Сертификат соответствия №KZ7500317.01.01.01952
33744,"KZ №0159772
ЕАЭС KZ 1100628.01.01.00018"
33746,"KZ №0091453
ЕАЭС KZ 7100984.21.01.00583"
33748,ЕАЭС KZ 7100628.01.01.00021
33749,ЕАЭС KZ 7100628.01.01.00023
33750,"KZ №0159780
ЕАЭС KZ 7100628.01.01.00025"
33751,"KZ №0212829
ЕАЭС KZ 3510396.01.01.00208"
33752,"KZ №0091453
ЕАЭС KZ 7100984.21.01.00584"
33753,"KZ №0091453
ЕАЭС KZ 7100984.21.01.00585"
33754,ЕАЭС KZ 3510396.13.12.00232
33756,"KZ №0.01.0628
ЕАЭС KZ 7100628.01.01.00185"
33757,"KZ №0.01.0628
ЕАЭС KZ 7100628.01.01.00184"
33758,"KZ №0212826
ЕАЭС KZ 3510396.01.01.00205"
33759,"KZ №0212827
ЕАЭС KZ 3510396.01.01.00206"
33760,"KZ №0159782
ЕАЭС KZ 7100628.01.01.00027"
33761,"KZ №0159778
ЕАЭС KZ 7100628.01.01.00023"
33762,ЕАЭС KZ 7100628.13.12.00034
33763,ЕАЭС KZ 7100628.13.12.00027
33764,"KZ №0159769
ЕАЭС KZ 7100628.01.01.00015"
33765,"KZ №0159765
ЕАЭС KZ 7100628.01.01.00011"
33766,"KZ №0159770
ЕАЭС KZ 7100628.01.01.00016"
33767,ЕАЭС KZ 7100628.13.12.00017
33770,"KZ №0159766
ЕАЭС KZ 7100628.01.01.00012"
33774,"KZ №0159770
ЕАЭС KZ 7100628.01.01.00013"
33775,ЕАЭС KZ 7100628.01.01.00029
33776,ЕАЭС KZ 7100628.13.12.00033
33791,Отказное письмо
33792,ЕАЭС KZ 3510396.13.12.00231
33794,"KZ №0212828
ЕАЭС KZ 3510396.01.01.00207"
33795,"KZ №0159781
ЕАЭС KZ 7100628.01.01.00026"
33796,ЕАЭС KZ 7100628.13.12.00032
33798,"KZ №0159763
ЕАЭС KZ 7100628.01.01.00009"
33799,ЕАЭС KZ 7100628.13.12.00015
33800,ЕАЭС KZ 7100628.13.12.00016
33801,ЕАЭС KZ 7100628.01.01.00148
33802,ЕАЭС KZ 7100628.01.01.00147
33804,"KZ №0110480
ЕАЭС KZ 3510396.01.01.00209"
33807,"KZ №0159762
ЕАЭС KZ 7100628.01.01.00008"
33808,"KZ №0159764
ЕАЭС KZ 7100628.01.01.00010"
33809,ЕАЭС KZ 7100628.13.12.00030
33810,ЕАЭС KZ 3510396.13.12.00229
33811,ЕАЭС KZ 7100628.13.12.00022
33815,ЕАЭС KZ 7100628.13.12.00018
33818,"KZ №0159768
ЕАЭС KZ 7100628.01.01.00014"
33819,ЕАЭС KZ 7100628.13.12.00020
33821,ЕАЭС KZ 7100628.13.12.00014
33822,ЕАЭС KZ 7100628.13.12.00031
33833,ЕАЭС KZ 7100628.13.12.00035
33834,"KZ №0.01.0628
ЕАЭС KZ 3510396.01.01.00178"
33835,"KZ №0.01.0628
ЕАЭС KZ 3510396.01.01.00177"
33836,ЕАЭС KZ 7100628.13.12.00024
33837,ЕАЭС KZ 3510396.13.12.00230
33840,ЕАЭС KZ 3510396.13.12.00142
33842,ЕАЭС KZ 3510396.13.12.00146
33843,ЕАЭС KZ 3510396.13.12.00141
33844,ЕАЭС KZ 3510396.13.12.00143
33845,ЕАЭС KZ 3510396.13.12.00144
33846,ЕАЭС KZ 3510396.13.12.00140
33848,ЕАЭС KZ 3510396.13.12.00145
33855,ЕАЭС KZ 3510396.13.12.00138
33857,ЕАЭС KZ 3510396.13.12.00139
33858,ЕАЭС KZ 3510396.13.12.00137
33860,ЕАЭС KZ 7100628.13.12.00049
33861,ЕАЭС KZ 7100628.13.12.00050
33862,ЕАЭС KZ 7100628.13.12.00051
33863,ЕАЭС KZ 7100628.13.12.00052
33864,ЕАЭС KZ 7100628.13.12.00053
33867,ЕАЭС KZ 7100628.13.12.00054
33869,ЕАЭС KZ 7100628.13.12.00055
33870,ЕАЭС KZ 7100628.13.12.00056
33872,ЕАЭС KZ 3510396.13.12.00313
33874,Сертификат соответствия № KZ.7100628.01.01.01061
33875,№ ЕАЭС KZ 7100628.13.12.00080
33876,№ ЕАЭС KZ 7100628.13.12.00078
33877,№ ЕАЭС KZ 7100628.13.12.00085
33878,№ ЕАЭС KZ 7100628.13.12.00082
33879,№ ЕАЭС KZ 7100628.13.12.00081
33880,№ ЕАЭС KZ 7100628.13.12.00083
33881,№ ЕАЭС KZ 7100628.13.12.00084
33882,Письмо КФ АО «НаЦЭкС»             исх. № 22-2/371 от 09.04.2024 года
33899,№ ЕАЭС KZ 7500986.01.01.05223
33907,№ ЕАЭС KZ 7500986.01.01.05226
33914,№ ЕАЭС KZ 7500986.01.01.05225
33987,Декларация о соответствии ЕАЭС KZ 7500361 .13.12.16501
33994,Сертификат соответствия № ЕАЭС KZ 7500986.01.01.08707
34004,Сертификат соответствия № ЕАЭС KZ 7500986.01.01.08706
34010,Декларация соответствия № ЕАЭС KZ 7500986.13.12.09880
34018,Декларация соответствия № ЕАЭС KZ 7500986.13.12.09879
34024,Сертификат соответствия № ЕАЭС KZ 7500986.01.01.08705
34032,Сертификат соответствия № ЕАЭС KZ 7500986.01.01.08704
34043,Информационное письмо Исх.№ 3328/2023- ОПС от 06.12.2023г.
34066,Сертификат соответствия № ЕАЭС KZ 7100841.01.01.02949
34079,Сертификат соответствия № ЕАЭС KZ 7100841.01.01.02947
34081,Сертификат соответствия № ЕАЭС KZ 7100841.01.01.02946
34092,Сертификат соответствия № ЕАЭС KZ 7100841.01.01.02948
34093,Сертификат соответствия № ЕАЭС KZ 7100841.01.01.02950
34097,Сертификат соответствия № ЕАЭС KZ7500986.01.01.09792
34107,Сертификат соответствия № ЕАЭС KZ7500986.01.01.09794
34110,Сертификат соответствия № ЕАЭС KZ7500986.01.01.10096
34112,Сертификат соответствия № ЕАЭС KZ7500986.01.01.09791
34116,Сертификат соответствия № ЕАЭС KZ7500986.01.01.09795
34123,Сертификат соответствия № ЕАЭС KZ7500986.01.01.09807
34133,Сертификат соответствия № ЕАЭС KZ7500986.01.01.09793
34136,Сертификат соответствия № ЕАЭС KZ7500986.01.01.09790
34140,Декларация соответствия № ЕАЭС KZ 7500986.13.12.11216
34146,Декларация соответствия № ЕАЭС KZ 7500986.13.12.11217
34213,"Сертификат соответствия ЕАЭС
KZ 7500986.01.01.05886"
34214,"Декларация соответствия ЕАЭС
KZ 7500986.13.12.06538"
34215,"Письмо отказное №84 от
25.05.2023г."
34216,"Сертификат соответствия
ЕАЭС KZ 7500986.01.01.06272"
34217,"Сертификат соответствия
ЕАЭС KZ 7500986.01.01.05885"
34218,"Сертификат соответствия
ЕАЭС KZ 7500986.01.01.05884"
34219,"Сертификат соответствия
ЕАЭС KZ 7500986.01.01.05883"
34220,"Сертификат соответствия
ЕАЭС KZ 7500986.01.01.05882"
34221,"Декларация соответствия ЕАЭС
KZ. 7500986.13.12.06541"
34222,"Декларация соответствия ЕАЭС
KZ. 7500986.13.12.06540"
34223,"Декларация соответствия ЕАЭС
KZ. 7500986.13.12.06542"
34224,"Декларация соответствия ЕАЭС
KZ 750098 6.13.12.06537"
34225,"Сертификат соответствия
ЕАЭС KZ 7500986.01.01.05881"
34226,"Сертификат соответствия
ЕАЭС KZ 7500986.01.01.05880"
34227,"Сертификат соответствия
ЕАЭС KZ 7500986.01.01.05879"
34228,"Сертификат соответствия
ЕАЭС KZ 7500986.01.01.05878"
34229,"Декларация соответствия ЕАЭС
KZ. 7500986.13.12.06543"
34230,"Декларация соответствия
ЕАЭС KZ.7500986.13.12.06544"
34231,"Декларация соответствия ЕАЭС
KZ. 7500986.13.12.06546"
34232,"Декларация соответствия ЕАЭС
KZ. 7500986.13.12.06548"
34233,"Сертификат соответствия
ЕАЭС KZ 7500986.01.01.05887"
34234,"Декларация соответствия ЕАЭС
KZ. 7500986.13.12.06547"
34235,"Декларация соответствия ЕАЭС
KZ. 7500986.13.12.06550"
34236,"Декларация соответствия ЕАЭС
KZ. 7500986.13.12.06564"
34237,"Декларация соответствия ЕАЭС
KZ. 7500986.13.12.06565"
34238,"Декларация соответствия ЕАЭС
KZ. 7500986.13.12.06567"
34239,"Декларация соответствия ЕАЭС
KZ. 7500986.13.12.06566"
34240,"Сертификат соответствия
ЕАЭС KZ 7500986.01.01.05877P580:P581"
34241,"Декларация соответствия ЕАЭС
KZ. 7500986.13.12.06568"
34242,"Декларация соответствия ЕАЭС
KZ 7500986.13.12.06572"
34243,"Декларация соответствия ЕАЭС
KZ 7500986.13.12.06573"
34244,"Декларация соответствия ЕАЭС
KZ 7500986.13.12.06575"
34245,"Декларация соответствия ЕАЭС
KZ 7500986.13.12.06574"
34247,"Сертификат соответствия
ЕАЭС KZ7500986.01.01.005876"
34248,"ЕАЭС KZ7500986.01.01.006273
KZ. 0231077"
34255,Сертификат соответствия                     № ЕАЭС KZ 7500533.01.01.00875
34257,24-19 от 23.04.2024
34269,24-36 от 06.04.2024
34286,№ ЕАЭС KZ 7100841.13.12.02750
34287,№ ЕАЭС KZ 7100841.13.12.01687
34288,№280324-02
34289,№0765/2024-ОПС
34290,ЕАЭС KZ 7500533.13.12.02802
34291,"KZ.7500317.01.01.01963, KZ.7500317.01.01.01962"
34293,KZ.7500317.01.01.02268
34298,Сертификат соответствия KZ.7500669.01.01.01881
34299,Сертификат соответствия KZ.7500669.01.01.01882
34300,Сертификат соответствия KZ.7500669.01.01.01883
34301,№KZ.7500196.01.01.00445
34314,KZ.7100841.01.01.03324
34315,KZ.7100841.01.01.03325
34320,ЕАЭС № KZ.3510317.13.12.03244
34325,ЕАЭС № KZ.3510317.13.12.03242
34330,сертификат соответствия № ЕАЭС KZ.3510317.01.01.01000
34335,сертификат соответствия № ЕАЭС KZ.3510317.01.01.00999
34337,сертификат соответствия № ЕАЭС KZ.3510317.01.01.01001
34341,декларация о соответствии ЕАЭС № KZ.3510317.13.12.03241
34356,декларация о соответствии ЕАЭС № KZ.3510317.13.12.03243
34361,сертификат соответствия № ЕАЭС KZ.3510317.01.01.00998
34372,декларация о соответствии ЕАЭС № KZ.3510317.13.12.03242
34373,декларация о соответствии ЕАЭС № KZ.3510317.13.12.03244
34390,НаЦЭкс ИП №152/02 от 15.04.2024
34391,ЕАЭС KZ 7100841.13.12.04604
34392,№ KZ.7100317.11.02.02695
34400,№04-23/240 от 19.05.2022
34402,№ ЕАЭС KZ 7500651.13.12.20523
34455,№ ЕАЭС KZ 7500651.13.12.20519
34467,№ ЕАЭС KZ 7500651.01.01.09128
34492,№ ЕАЭС KZ 7500651.01.01.09129
34494,Сертификат соответствия №ЕАЭС KZ 7500986.01.01.10436
34495,Декларация о соответствии ЕАЭС № KZ. 7500651.13.12.20734
34496,Декларация о соответствии ЕАЭС № KZ. 7500651.13.12.20735
34498,Сертификат соответствии ЕАЭС № KZ. 7500651.01.01.09207
34507,Декларация о соответствии ЕАЭС № KZ. 7500651.13.12.20733
34519,№KZ.7500610.01.01.00095
34520,"«Письмо о соответствии продукции № «091123-07» от 09.11.2023г., выданный ТОО «ФИРМА ТОРГОВАЯ ПАЛАТА»"
34535,ДЕКЛАРАЦИЯ О СООТВЕТСТВИИ ЕАЭС № KZ 7100841.13.12.04527
34545,"Сертификат соответствия Евразийского экономического союза ЕАЭС KZ 75000986.01.01.10404 «Оборудование информационных технологий: компьютер в комплекте: марка QT, модель CK 01, CK 02, CK 03, моноблок МВ 01, МВ 02»"
34546,"Сертификат соответствия Евразийского экономического союза ЕАЭС KZ 75000986.01.01.10407 «Оборудование информационных технологий: рабочая станция: марка QT, модель RS»"
34547,"Сертификат соответствия Евразийского экономического союза ЕАЭС KZ 75000986.01.01.10405 «Оборудование информационных технологий: сервер: марка QT, модель CО 01»"
34548,"Сертификат соответствия Евразийского экономического союза ЕАЭС KZ 75000986.01.01.10406 «Оборудование информационных технологий: системный блок: марка QT, модель SB»"
34550,"Сертификат соответствия Евразийского экономического союза ЕАЭС KZ 75000986.01.01.10408 «Оборудование информационных технологий: ноутбук: марка QT, модель LT 01, LT 02»"
34551,"Сертификат соответствия Евразийского экономического союза  ЕАЭС KZ 75000986.01.01.10409 «Оборудование информационных технологий: интерактивная панель: марка QT, модель IT 01»"
34556,№KZ.3510317.24.01.03627
34557,№KZ.3510317.24.01.03628
34558,№KZ.3510317.24.01.03629
34559,№KZ.3510317.24.01.03630
34560,Декларация о сответствии №KZ.3910317.13.12.00002
34561,Декларация о сответствии №KZ.3910317.13.12.00003
34590,"СЕРТИФИКАТ СООТВЕТСТВИЯ
№ KZ.7500186.00.01.00076"
34591,Сертификат соответствия № EAЭС KZ7500986.01.01.02709
34598,декларация о соответствии ЕАЭС KZ 7100841.13.12.05539
34601,справка
34674,KZ 7500361.21.01.41108
34675,KZ.7500361.21.01.41183
34677,KZ.7500361.21.01.41184
34678,KZ.7500361.21.01.41185
34679,Сертификат соответствия № ЕАЭС KZ 7500986.01.01.07974
34683,Сертификат соответствия № ЕАЭС ЕАЭС KZ 3510317.05.01.00582
34684,Сертификат соответствия № ЕАЭС ЕАЭС KZ 3510317.05.01.00581
34685,Сертификат соответствия № ЕАЭС ЕАЭС KZ 3510317.05.01.00580
34686,Справка
34687,Декларация о соответствии № ЕАЭС KZ 7500533.13.12.02771
34688,"СТ РК 2907-2016
Информационное письмо
Исх.№03 от 23.07.2024"
34689,"СТ РК 1964-2010
Информационное письмо
Исх.№03 от 23.07.2024"
34690,"СТ РК 1138-2015
Информационное письмо
Исх.№03 от 23.07.2024"
34691,"СТ РК 2910-2016
№ KZ.7500651.01.01.02766"
34693,"СТ РК 2753-2015
№ KZ.7500651.01.01.02768"
34694,"СТ РК 2732-2015
№ KZ.7500651.01.01.02765"
34696,"СТ РК 1140-2015
Информационное письмо
Исх№03 от 23.07.2024"
34697,"СТ РК 2761-2015
Информационное письмо 
Исх.№03 от 23.07.2024"
34698,"СТ РК 2739-2015
Информационное письмо 
Исх.№03 от 23.07.2024"
34699,"СТ РК 3301-2018
Информационное письмо 
Исх.№03 от 23.07.2024"
34700,"СТ РК 1964-2010
Информационное письмо 
Исх.№03 от 23.07.2024"
34701,"СТ РК 2810-2016
№ KZ.7500651.01.01.02767"
34702,"ГОСТ9896-88
№ЕАЭС KZ7500651.13.12.21378"
34703,"ГОСТ 31408-2009
№ЕАЭС KZ7500651.01.01.09504"
34704,"СТ РК 1964-2010
№ЕАЭС KZ7500651.01.01.09505"
34705,"ГОСТ 25295-2003
№ЕАЭС KZ7500651.13.12.21373"
34706,"ГОСТ 30327-2013
№ЕАЭС KZ7500651.13.12.21376"
34707,"ГОСТ 12.4.280-2014
№ЕАЭС KZ7500651.13.12.21367"
34708,"ГОСТ 12.4.281-2021
№ЕАЭС KZ7500651.01.01.09494"
37472,№ KZ.3510396.01.01.00192
34709,"ГОСТ 12.4.281-2021
№ЕАЭС KZ7500651.01.01.09495"
34710,"ГОСТ 12.4.303-2016
№ЕАЭС KZ7500651.01.01.09496"
34711,"ГОСТ 12.4.310-2016
№ЕАЭС KZ7500651.01.01.09500"
34712,"ГОСТ 12.4.251-2013
№ЕАЭС KZ7500651.01.01.09497"
34713,"ГОСТ 12.4.280-2014
№ЕАЭС KZ7500651.13.12.21368"
34714,"ГОСТ 12.4.303-2016
№ЕАЭС KZ7500651.01.01.09498"
34715,"ГОСТ 12.4.303-2016
№ЕАЭС KZ7500651.01.01.09499"
34716,"ГОСТ 12.4.281-2021
№ЕАЭС KZ7500651.01.01.094501"
34717,"ГОСТ 12.4.303-2016
№ЕАЭС KZ7500651.01.01.09502"
34718,"ГОСТ 12.4.110-82
№ЕАЭС KZ7500651.01.01.09509"
34719,"ГОСТ 12.4.303-2016
№ЕАЭС KZ7500651.01.01.09508"
34720,"ГОСТ 12.4.110-82
№ЕАЭС KZ7500651.01.01.09503"
34721,"ГОСТ 12.4.303-2016
№ЕАЭС KZ7500651.01.01.09510"
34722,"ГОСТ 12.4.110-282
№ЕАЭС KZ7500651.01.01.09511"
34723,"ГОСТ 12.4.303-216
№ЕАЭС KZ7500651.01.01.09512"
34724,"СТ РК 2753-2015
Информационное письмо
Исх.№03"
34732,Сертификат соответствия № KZ.7500551.01.01.00300
34733,Сертификат соответствия №  KZ.7500551.01.01.00301
34734,Информационное письмо Исх.№ иО/20240125/1
34735,ЕАЭС KZ 7100841.13.12.05371
34741,ЕАЭС KZ 7100841.13.12.05370
34774,№ ЕАЭС KZ 3510317.13.12.02564
34776,№ ЕАЭС KZ 3510317.13.12.02563
34778,№ ЕАЭС KZ 3510317.13.12.02565
34796,958/10
34811,"Информационное письмо № 11046/HE06
от 23.07.2024г."
34814,KZ.1910317.01.01.00012
34819,KZ.1910317.01.01.00109
34832,KZ.1910317.01.01.00188
34833,KZ.1910317.01.01.00054
34835,KZ.7500317.01.01.01706
34851,KZ.1910317.01.01.00018
34857,KZ.1910317.01.01.00055
34860,KZ.1910317.01.01.00056
34861,KZ.1910317.01.01.00016
34867,KZ.1910317.01.01.00017
34872,KZ.7500317.01.01.02062
34880,KZ.1910317.01.01.00015
34887,KZ.1910317.01.01.00020
34898,KZ.1910317.01.01.00187
34901,KZ.1910317.01.01.00052
34903,KZ.1910317.01.01.00050
34905,KZ.1910317.01.01.00048
34908,KZ.1910317.01.01.00040
34911,KZ.1910317.01.01.00041
34912,KZ.1910317.01.01.00118
34924,KZ.1910317.01.01.00042
34930,KZ.1910317.01.01.00032
34931,KZ.1910317.01.01.00044
34940,KZ.1910317.01.01.00010
34964,KZ.1910317.01.01.00057
34975,KZ.1910317.01.01.00021
34990,KZ.1910317.01.01.00008
34994,KZ.1910317.01.01.00034
35019,KZ.1910317.01.01.00051
35021,KZ.1910317.01.01.00110
35093,KZ.1910317.01.01.00053
35115,KZ.1910317.01.01.00045
35118,KZ.1910317.01.01.00049
35121,KZ.1910317.01.01.00013
35123,1910317.01.01.00039
35129,KZ.1910317.01.01.00027
35130,KZ.1910317.01.01.00119
35134,KZ.1910317.01.01.00037
35137,KZ.1910317.01.01.00038
35142,KZ.1910317.01.01.00036
35164,KZ.1910317.01.01.00014
35172,KZ.1910317.01.01.00019
35177,KZ.1910317.01.01.00058
35179,KZ.1910317.01.01.00033
35183,KZ.7500317.01.01.02061
35358,KZ.1910317.01.01.00043
35360,KZ.1910317.01.01.00059
35364,№KZ.7700.01.01.00965621
35365,Сертификат соответствия №KZ.2710317.01.01.00529
35389,Сертификат соответствия №KZ.2710317.01.01.00528
35413,Сертификат соответствия №KZ.2710317.01.01.00500
35437,Сертификат соответствия №KZ.7100841.01.01.02964
35634,СЕРТИФИКАТ СООТВЕТСТВИЯ № KZ.7500995.01.01.01755
35635,"ЕВРАЗИЙСКИЙ ЭКОНОМИЧЕСКИЙ СОЮЗ
ДЕКЛАРАЦИЯ О СООТВЕТСТВИИ 
№ ЕАЭС KZ 7500986.13.12.10508"
35636,"ЕВРАЗИЙСКИЙ ЭКОНОМИЧЕСКИЙ СОЮЗ
ДЕКЛАРАЦИЯ О СООТВЕТСТВИИ 
№ ЕАЭС KZ 7500986.13.12.10509"
35637,"ЕВРАЗИЙСКИЙ ЭКОНОМИЧЕСКИЙ СОЮЗ
ДЕКЛАРАЦИЯ О СООТВЕТСТВИИ 
№ ЕАЭС KZ 7500986.13.12.10510"
35638,"ЕВРАЗИЙСКИЙ ЭКОНОМИЧЕСКИЙ СОЮЗ
ДЕКЛАРАЦИЯ О СООТВЕТСТВИИ 
№ ЕАЭС KZ 7500986.13.12.10511"
35639,"ЕВРАЗИЙСКИЙ ЭКОНОМИЧЕСКИЙ СОЮЗ
ДЕКЛАРАЦИЯ О СООТВЕТСТВИИ 
№ ЕАЭС KZ 7500986.13.12.10512"
35640,"ЕВРАЗИЙСКИЙ ЭКОНОМИЧЕСКИЙ СОЮЗ
ДЕКЛАРАЦИЯ О СООТВЕТСТВИИ 
№ ЕАЭС KZ 7500986.13.12.10519"
35641,"ЕВРАЗИЙСКИЙ ЭКОНОМИЧЕСКИЙ СОЮЗ
ДЕКЛАРАЦИЯ О СООТВЕТСТВИИ 
№ ЕАЭС KZ 7500986.13.12.10513"
35642,"ЕВРАЗИЙСКИЙ ЭКОНОМИЧЕСКИЙ СОЮЗ
ДЕКЛАРАЦИЯ О СООТВЕТСТВИИ 
№ ЕАЭС KZ 7500986.13.12.10514"
35643,"ЕВРАЗИЙСКИЙ ЭКОНОМИЧЕСКИЙ СОЮЗ
ДЕКЛАРАЦИЯ О СООТВЕТСТВИИ 
№ ЕАЭС KZ 7500986.13.12.10515"
