id,industrial_certificate_number
35644,"ЕВРАЗИЙСКИЙ ЭКОНОМИЧЕСКИЙ СОЮЗ
ДЕКЛАРАЦИЯ О СООТВЕТСТВИИ 
№ ЕАЭС KZ 7500986.13.12.10516"
35645,"ЕВРАЗИЙСКИЙ ЭКОНОМИЧЕСКИЙ СОЮЗ
ДЕКЛАРАЦИЯ О СООТВЕТСТВИИ 
№ ЕАЭС KZ 7500986.13.12.10517"
35646,"ЕВРАЗИЙСКИЙ ЭКОНОМИЧЕСКИЙ СОЮЗ
ДЕКЛАРАЦИЯ О СООТВЕТСТВИИ 
№ ЕАЭС KZ 7500986.13.12.10518"
35647,"ЕВРАЗИЙСКИЙ ЭКОНОМИЧЕСКИЙ СОЮЗ
ДЕКЛАРАЦИЯ О СООТВЕТСТВИИ № ЕАЭС KZ 7500986.13.12.11855"
37473,№ KZ.3510396.01.01.00184
35649,"ЕВРАЗИЙСКИЙ ЭКОНОМИЧЕСКИЙ СОЮЗ
ДЕКЛАРАЦИЯ О СООТВЕТСТВИИ № ЕАЭС KZ 7500986.13.12.11857"
35651,СЕРТИФИКАТ СООТВЕТСТВИЯ № KZ.7500995.01.01.01867
35653,"ЕВРАЗИЙСКИЙ ЭКОНОМИЧЕСКИЙ СОЮЗ
ДЕКЛАРАЦИЯ О СООТВЕТСТВИИ № ЕАЭС KZ 7500986.13.12.11848"
35659,"ЕВРАЗИЙСКИЙ ЭКОНОМИЧЕСКИЙ СОЮЗ
ДЕКЛАРАЦИЯ О СООТВЕТСТВИИ № ЕАЭС KZ 7500986.13.12.11860"
35660,"ЕВРАЗИЙСКИЙ ЭКОНОМИЧЕСКИЙ СОЮЗ
ДЕКЛАРАЦИЯ О СООТВЕТСТВИИ № ЕАЭС KZ 7500986.13.12.11858"
35661,"ЕВРАЗИЙСКИЙ ЭКОНОМИЧЕСКИЙ СОЮЗ
ДЕКЛАРАЦИЯ О СООТВЕТСТВИИ №ЕАЭС KZ 7500986.13.12.11861"
35663,"ЕВРАЗИЙСКИЙ ЭКОНОМИЧЕСКИЙ СОЮЗ
ДЕКЛАРАЦИЯ О СООТВЕТСТВИИ №ЕАЭС KZ 7500986.13.12.11859"
35665,"ЕВРАЗИЙСКИЙ ЭКОНОМИЧЕСКИЙ СОЮЗ
ДЕКЛАРАЦИЯ О СООТВЕТСТВИИ №ЕАЭС KZ 7500995.13.12.08452"
35671,"ЕВРАЗИЙСКИЙ ЭКОНОМИЧЕСКИЙ СОЮЗ
ДЕКЛАРАЦИЯ О СООТВЕТСТВИИ №ЕАЭС KZ 7500651.13.12.21282"
35672,СЕРТИФИКАТ СООТВЕТСТВИЯ № KZ.7500651.01.01.02746
35673,"ЕВРАЗИЙСКИЙ ЭКОНОМИЧЕСКИЙ СОЮЗ
ДЕКЛАРАЦИЯ О СООТВЕТСТВИИ № ЕАЭС KZ 7500986.13.12.11856"
35677,СЕРТИФИКАТ СООТВЕТСТВИЯ № KZ.7500651.01.01.02747
35678,"ЕВРАЗИЙСКИЙ ЭКОНОМИЧЕСКИЙ СОЮЗ
ДЕКЛАРАЦИЯ О СООТВЕТСТВИИ № ЕАЭС KZ 7500986.13.12.11851"
35680,"ЕВРАЗИЙСКИЙ ЭКОНОМИЧЕСКИЙ СОЮЗ
ДЕКЛАРАЦИЯ О СООТВЕТСТВИИ № ЕАЭС KZ 7500986.13.12.11852"
35682,СЕРТИФИКАТ СООТВЕТСТВИЯ № KZ.7500995.01.01.01865
35683,"ЕВРАЗИЙСКИЙ ЭКОНОМИЧЕСКИЙ СОЮЗ
ДЕКЛАРАЦИЯ О СООТВЕТСТВИИ № ЕАЭС KZ 7500986.13.12.11850"
35685,"ЕВРАЗИЙСКИЙ ЭКОНОМИЧЕСКИЙ СОЮЗ
ДЕКЛАРАЦИЯ О СООТВЕТСТВИИ № ЕАЭС KZ 7500986.13.12.11849"
35687,"ЕВРАЗИЙСКИЙ ЭКОНОМИЧЕСКИЙ СОЮЗ
ДЕКЛАРАЦИЯ О СООТВЕТСТВИИ № ЕАЭС KZ 7500986.13.12.11847"
35688,"ЕВРАЗИЙСКИЙ ЭКОНОМИЧЕСКИЙ СОЮЗ
ДЕКЛАРАЦИЯ О СООТВЕТСТВИИ № ЕАЭС KZ 7500995.13.12.08453"
35689,"ЕВРАЗИЙСКИЙ ЭКОНОМИЧЕСКИЙ СОЮЗ
ДЕКЛАРАЦИЯ О СООТВЕТСТВИИ № ЕАЭС KZ 7500995.01.01.02520"
35690,"ОТТС № ТС RU E-KZ.MP03.00868, ТС RU E-KZ.MP03.00873"
35691,ОТТС № ТС RU E-KZ.MP03.00868
35695,ОТТС № ТС RU E-KZ.MP03.00873
35697,"№ ЕАЭС KZ 7100841.01.01.01688, № ЕАЭС KZ 7100841.01.01.01659"
35698,ОТТС № TC RU E-KZ.MP03.01006
35701,Отказное письмо Исх. KZ/669/23
35708,№ ЕАЭС KZ 1100317.01.01.00450
35709,№ ЕАЭС KZ.1110317.01.01.00449
35711,"ОТТС №ТС RU Е-KZ.МР03.01162,
№ТС RU Е-KZ.МР03.01163"
35712,ОТТС №ТС RU Е-KZ.МР03.01237
35713,ОТТС №ТС KZ Е-KZ.0317.00304
35714,ЕАЭС N RU Д-KZ.PA05.B.19572/24 JN 18.06.2024г
35715,KZ/1768/24 от 28.05.2024г
35716,№ТС RU Е-KZ.МР03.01237; ЕАЭС KZ 1100317.13.12.01638
35717,№ KZ.7700.01.01.01063301
35718,№ KZ.7700.02.01.00969782
35719,ЕАЭС№ЕАЭС.KZ.3110317.1312.00440
35744,ЕАЭС№ЕАЭС.KZ.3110317.01.01.00204г
35762,EАЭС№ЕАЭС.KZ.3110317.13.12.00439
35803,ЕАЭС№ЕАЭС.KZ.3110317.01.01.00203
36010,Письмо 205
36013,ЕАЭС KZ.2710317.01.01.02372 Серия KZ № 0224959 с Приложением Серия KZ № 0006092
36019,ЕАЭС KZ.2710317.01.01.02551 Серия KZ № 0228844 с Приложением Серия KZ № 0006093
36024,EAЭС№ KZ.2710317.13.12.02762
36028,ЕАЭС №KZ.2710317.13.12.02761
36036,EAЭС KZ №2710317.13.12.01825
36037,EAЭС KZ №2710317.13.12.01824
36038,EAЭС№ KZ 2710317.13.12.01823
36039,Декларация о соответствии № EAЭС KZ 2710317.13.12.04319
36041,EAЭС № KZ 2710317.13.12.01826
36042,EAЭС №KZ2710317.13.12.02999
36047,EAЭС №KZ2710317.13.12.02491
36051,EAЭС KZ 2710317.01.0104246
36052,ЕАЭС KZ 2710317.13.12.04258
36054,Не подлежит сертификации
36088,№ KZ 7500317.01.01.01989
36089,№ KZ 7500317.01.01.01990
36093,№ KZ 7500317.01.01.01991
36094,№ KZ 7500317.01.01.01992
36096,№ KZ 7500317.01.01.01987
36100,Сертификат соответствия № KZ.7500317.01.01.02359
36108,Декларация о соответсвии ЕАЭС KZ 750317.13.12.05005
36109,Декларация о соответствии ЕАЭС KZ 7500317.13.1207164
36111,не имеется
36115,Справка №1-ОПС-077
36124,Справка №1-ОПС-099
36126,Справка №1-ОПС-093
36140,Справка №1-ОПС-101
36144,Справка №1-ОПС-121
36152,Справка №1-ОПС-148
36157,Справка №1-ОПС-161
36159,Справка №1-ОПС-167
36163,Справка №1-ОПС-193
36164,Справка №1-ОПС-203
36165,Справка №1-ОПС-211
36167,Справка №1-ОПС-243
36168,Справка №1-ОПС-218
36170,№ КZ.7100628.01.01.01188
36173,№ KZ.3510317.01.01.03161
36178,№ KZ.3510317.01.01.03162
36183,№ KZ.3510317.13.12.00096
36184,№ KZ.3510317.13.12.00094
36185,№549
36191,Сертификат соответствия №KZ.7100841.01.01.03553
36237,Декларация о соответствии № ЕАЭС KZ 7100841.13.12.04546
36249,Декларация о соответствии № ЕАЭС ЕАЭС KZ 7100841.13.12.04549
36261,ЕАЭС № KZ 6328317.13.12.00715
36262,ЕАЭС № KZ 6328317.13.12.00717
36290,Отказное письмо № KZ/2340/24
36322,Декларация о соответствии № KZ.1110317.24.01.01728
36331,письмо АО Юкф НацЭКС № 3-04/758
36360,Сертификат соответствия KZ.7100317.01.01.01249
36364,Декларация о соответствии ЕАЭС KZ7100317.13.12.03099
36367,Декларация о соответствии ЕАЭС KZ7100317.13.12.03101
36371,Информационное письмо № 05-01/01-1017
36377,Декларация о соответствии ЕАЭС KZ7100317.13.12.03102
36379,Декларация о соответствии ЕАЭС KZ7100317.13.12.03103
36390,Декларация о соответствии ЕАЭС KZ 7100317.13.12.03057
36400,письмо информационное  № 3
36406,Декларация о соответствии № KZ.7500551.13.12.00044
36411,Сертификат соответствия № KZ 7500551.01.01.01528
36413,Сертификат соответствия № ЕАЭС KZ 7500986.01.01.10874
36414,Сертификат соответствия № ЕАЭС KZ 7500986.01.01.10875
36415,№ ЕАЭС KZ 3110317.13.12.00437
36438,EAЭС KZ 7500361.01.01.03404
36442,ЕАЭС KZ 7500986.01.01.10733
36446,ЕАЭС KZ 7500986.01.01.10734
36456,Сертификат соответствия № ЕАЭС KZ 7500986.01.01.10796
36457,Сертификат соответствия № ЕАЭС KZ 7500986.01.01.10795
36458,№ KZ.7700.02.01.01128925
36459,№ KZ.7700.02.01.01128927
36460,№ KZ.7700.02.01.01018933
36462,№ KZ.7700.02.01.01128934
36463,№ KZ.7700.02.01.01128928
36464,№ KZ.7700.02.01.01128932
36465,№ KZ.7700.02.01.01128930
36466,№ KZ.7700.02.01.01122950
36468,№ KZ.7700.02.01.00902461
36470,№ KZ.7700.02.01.01132464
36471,№ KZ.7700.02.01.00901410
36476,№ KZ.7700.02.01.01128924
36482,№ KZ.7700.02.01.01014555
36483,№ KZ.7700.02.01.00861447
36484,№ KZ.7700.02.01.00931216
36485,Письмо о том что не подлежит оценки безопасности и качества №1001
36487,№ KZ.7700.02.01.00907653
36497,№ KZ.7700.02.01.01128926
36502,№ KZ.7700.02.01.00943956
36503,№ KZ.7700.02.01.00943955
36504,№ KZ.7700.02.01.00943954
36506,№ KZ.7700.02.01.00943760
36509,Письмо №1076
36511,№ KZ.7700.02.01.01128929
36515,№ KZ.7700.02.01.00958647
36518,№ KZ.7700.02.01.00907641
36519,№ KZ.7700.02.01.00995456
36587,№ ЕАЭС KZ 3110317.13.12.00367.
36592,№ ЕАЭС KZ З110З17.13.12.00З68
36606,№ ЕАЭС KZ 3110317.01.01.00186
36609,№ ЕАЭС KZ 3110317.01.01.00185
36614,№ ЕАЭС KZ 7500651.01.01.09660
36615,№ ЕАЭС KZ 7500651.01.01.09659
36618,№ ЕАЭС KZ 7500651.13.12.21690
36640,№ ЕАЭС KZ 7500651.13.12.21691
36654,Сертификат соответствия № № KZ.7500669.01.01.01491
36656,Информационное письмо Исх.№ 04
36671,№ KZ.7500651.01.01.02699
36672,ЕАЭС KZ № 7500651.01.01.09330
36673,ЕАЭС KZ № 7500651.01.01.09329
36674,ЕАЭС KZ № 7500651.01.01.09328
36675,ЕАЭС KZ № 7500651.01.01.09327
36676,ЕАЭС KZ 7500651.13.12.21021
36677,ЕАЭС KZ 7500651.13.12.21020
36679,ЕАЭС KZ № 7500651.01.01.09326
36681,ЕАЭС KZ № 7500651.01.01.09325
36682,ЕАЭС KZ 7500986.13.12.12907
36683,ЕАЭС KZ 7500986.13.12.12906
36684,ЕАЭС KZ 7500986.13.12.12905
36686,ЕАЭС KZ 7500986.13.12.12904
36688,ЕАЭС KZ 7500986.13.12.12903
36690,ЕАЭС KZ 7500986.13.12.12902
36691,ЕАЭС KZ 7500986.13.12.12901
36692,ЕАЭС KZ 7500986.13.12.12900
36693,ЕАЭС KZ 7500986.13.12.12899
36694,ЕАЭС KZ 7500986.01.01.11350
36695,ЕАЭС KZ 7500986.01.01.11349
36696,ЕАЭС KZ 7500986.01.01.11348
36698,ЕАЭС KZ 7500651.01.01.09435
36699,ЕАЭС KZ 7500651.01.01.09436
36736,Отказное письмо № 06П-3/174
36738,Отказное письмо № 06П-3/232г
36739,ЕАЭС KG417/055.KZ.02.00763
36742,ЕАЭС KZ 7100934.05.01.00012
36743,ЕАЭС KZ 7100934.05.01.00011
36744,KZ.3510396.01.01.00200
36745,KZ.3510396.01.01.00207
36746,KZ.3510396.01.01.00205
36747,KZ.3510396.01.01.00203
36748,KZ.3510396.01.01.00204
36749,KZ.3510396.01.01.00202
36750,KZ.3510396.01.01.00208
36752,KZ.3510396.01.01.00201
36753,KZ.3510396.01.01.00199
36754,ЕАЭС KZ 7100934.13.12.00984
36755,ЕАЭС KZ 7100934.13.12.00985
36756,ЕАЭС KZ 7100934.13.12.00986
36757,ЕАЭС KZ 7100934.13.12.00983
36758,KZ.3510396.01.01.00206
36759,KZ.3510396.01.01.00198
36763,"EAЭC
KZ 7500986.13.12.06190"
36764,"ЕАЭС
KZ 7500986.13.12.06189"
36791,Не подлежит обязательной сертификации
37474,№ KZ.7500651.24.01.01278
36792,"№ ЕАЭС KZ.7100990.22.01.00279

№ ЕАЭС KZ.7100990.01.01.00030"
36793,№ ЕАЭС KZ.7100990.22.01.00275
36794,"№ ЕАЭС KZ.7100990.22.01.00283

№ ЕАЭС KZ.7100990.01.01.00029"
36795,№ ЕАЭС KZ.7100990.22.01.00295
36796,№ ЕАЭС KZ.7100990.22.01.00281
36799,Декларация соответствия № KZ EAЭC KZ 7500985.13.12.056658
36803,Декларация соответствия № KZ EAЭC KZ 7500985.13.12.05659
36805,Декларация соответствия № KZ EAЭC KZ 7500985.13.12.05660
36817,Сертификат соответствии №KZ.7100841.01.01.01791
36821,Сертификат соответствии №KZ.7100841.01.01.01792
36825,Сертификат соответствии №KZ.7100841.01.01.01793
36826,Декларация о соответствии Евразийского экономического союза ЕАЭС KZ 7500361.13.12.00254
36839,Сертификат соответствии ЕАЭС № KZ.7500651.01.01.09558
36840,Декларация о соответствии ЕАЭС № KZ.7500651.13.12.21441
36844,Декларация о соответствии ЕАЭС № KZ.7500651.13.12.21442
36849,Сертификат соответствии ЕАЭС № KZ.7500651.01.01.09557
36875,ЕАЭС KZ 7500651.01.01.09244
36877,ЕАЭС KZ 7500651.13.12.207279
36878,ЕАЭС KZ 7500651.01.01.09245
36879,ЕАЭС KZ 7500651.01.01.09246
36880,ЕАЭС KZ 7500651.13.12.20729
36881,ЕАЭС KZ 7500651.01.01.09256
36882,ЕАЭС KZ 7500651.13.12.20726
36883,ЕАЭС KZ 7500651.01.01.09247
36884,ЕАЭС KZ 7500651.01.01.09251
36885,ЕАЭС KZ 7500651.01.01.09248
36886,ЕАЭС KZ 7500651.13.12.20728
36887,ЕАЭС KZ 7500651.01.01.09249
36888,ЕАЭС KZ 7500651.01.01.09250
36889,ЕАЭС KZ 7500651.01.01.09252
36891,ЕАЭС KZ 7500651.01.01.09253
36892,ЕАЭС KZ 7500651.01.01.09254
36893,ЕАЭС KZ 7500651.13.12.20727
36894,ЕАЭС KZ 7500651.01.01.09255
36895,ЕАЭС KZ 7500651.01.01.09257
36898,не подлежит регистрации
36899,РК-МИ (МТ)-0№025130
36900,РК-МИ (МТ) - №017858
36902,РК-МИ (МТ) - №022523
36903,РК-МТ-5№017835
36906,РК-МИ (МТ) - №023118
36908,РК МИ (МТ)-0№025129
36909,РК МИ (МТ)-0№027908
36910,РК МИ (МТ)-0№028166
36911,РК-МИ (МТ) - №018453
36913,РК-МИ (МТ) - №018756
36915,РК-МИ (МТ) - №018248
36916,РК-МИ (МТ) - №019798
36917,РК-МИ (МТ) - №020632
36918,РК-МИ (МТ) - №021914
36919,РК-МТ-5№018116
36921,РК-МИ (МТ) - №017109
36922,РК-МИ (МТ) - №017001
36923,РК-МИ (МТ) - №016803
36924,РК-МИ (МТ) - №016513
36938,№ЕАЭС KZ 7100749.21.21.10143
36939,№ KZ 7500802.01.01.00900
36940,№KZ.7500802.01.01.00314
36941,№KZ.7500317.01.01.02011
36946,№KZ.7500317.01.01.02127
36972,KZ.7500091.21.01.39012
36973,KZ.7500091.21.01.39013
36974,KZ.7500091.21.01.39014
36980,Отказное письмо Исх. №KZ/2149/24
36999,Отказное письмо Исх. №KZ/2150/24
37007,Отказное письмо Исх. №KZ/2151/24 от 18.06.2024г
37020,Отказное письмо Исх. №KZ/2153/24 от 18.06.2024г
37032,Отказное письмо Исх. №KZ/2150/24 от 18.06.2024г
37049,КZ.7100628.01.01.00837
37050,KZ.7100628.01.01.00956
37051,KZ 7100628010101161
37090,KZ 7100628010101301
37129,KZ 7100628010101162
37148,KZ 7100628010101163
37164,KZ 7100628010100059
37174,KZ 7100628010100073
37404,KZ 7100628010101302
37414,KZ.7500661.01.01.03613
37415,KZ.7500661.01.01.03611
37416,KZ.7500661.01.01.03616
37417,KZ.7500661.01.01.03610
37418,KZ.7500661.01.01.03615
37419,KZ.7500661.01.01.03612
37420,KZ.7500661.01.01.03617
37421,KZ.7500661.01.01.03606
37422,KZ.7500661.01.01.03608
37423,KZ.7500661.01.01.03614
37424,KZ.7500661.01.01.03607
37425,KZ.7500661.01.01.03609
37426,KZ.7500661.00.01.02738
37427,KZ.7500661.00.01.02809
37428,№KZ.7500661.00.01.03487
37429,№KZ.7500661.00.01.03526
37430,Товар не подлежит обязательной сертификации
37432,№KZ.7500661.00.01.02761
37442,№KZ.7500661.00.01.01170
37443,№KZ.7500661.00.01.02777
37447,KZ.7500661.00.01.02811
37449,№ KZ.3510396.01.01.00180
37450,№ KZ.3510396.01.01.00181
37451,нет
37455,№ KZ.3510396.01.01.00190
37456,№ KZ.3510396.01.01.00188
37457,№ KZ.3510396.01.01.00191
37458,№ KZ.3510396.01.01.00196
37459,№ KZ.3510396.01.01.00197
37460,№ KZ.3510396.01.01.00179
37461,№ KZ.3510396.01.01.00182
